generations,population,infected_t25,infected_t75,infected_t10,infected_t60,infected_t50,infected_t100,recovered_t25,recovered_t75,recovered_t10,recovered_t60,recovered_t50,recovered_t100,beta,gamma
3.610000000000000000e+02,7.779000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.779000000000000000e+03,7.779000000000000000e+03,7.724000000000000000e+03,7.769000000000000000e+03,7.681000000000000000e+03,7.779000000000000000e+03,9.499999999999999556e-01,2.162448451207971134e-01
1.520000000000000000e+02,2.775000000000000000e+03,1.400000000000000000e+01,0.000000000000000000e+00,8.250000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.761000000000000000e+03,2.748000000000000000e+03,1.915000000000000000e+03,2.775000000000000000e+03,2.775000000000000000e+03,2.718000000000000000e+03,5.892609257767565945e-01,1.213605668293118584e-01
4.680000000000000000e+02,8.032000000000000000e+03,2.200000000000000000e+01,0.000000000000000000e+00,1.600000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.724000000000000000e+03,4.224000000000000000e+03,2.857000000000000000e+03,2.310000000000000000e+03,2.930000000000000000e+03,3.503000000000000000e+03,1.727637732375897350e-01,1.531638190637372166e-01
4.370000000000000000e+02,1.862600000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.750000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.014600000000000000e+04,9.408000000000000000e+03,1.035700000000000000e+04,9.280000000000000000e+03,1.031700000000000000e+04,1.004200000000000000e+04,2.717239234699186379e-01,2.091769377418773723e-01
4.050000000000000000e+02,1.112600000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.979000000000000000e+03,9.122000000000000000e+03,8.525000000000000000e+03,9.146000000000000000e+03,7.906000000000000000e+03,9.015000000000000000e+03,8.575830600174796370e-01,4.732382817909608907e-01
4.020000000000000000e+02,1.045700000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.038400000000000000e+04,1.045700000000000000e+04,1.040000000000000000e+04,1.045700000000000000e+04,1.037500000000000000e+04,1.045700000000000000e+04,8.543613300457610915e-01,1.927917868993136719e-01
2.020000000000000000e+02,1.733400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,8.200000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.561800000000000000e+04,1.485600000000000000e+04,1.393400000000000000e+04,1.498200000000000000e+04,1.581600000000000000e+04,1.546500000000000000e+04,5.887730282786673985e-01,2.664486274216491535e-01
5.100000000000000000e+01,9.176000000000000000e+03,4.190000000000000000e+02,0.000000000000000000e+00,2.592000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.814000000000000000e+03,8.380000000000000000e+03,3.361000000000000000e+03,8.045000000000000000e+03,8.137000000000000000e+03,8.221000000000000000e+03,9.499999999999999556e-01,4.146622815409816143e-01
4.830000000000000000e+02,1.226700000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.215400000000000000e+04,1.226700000000000000e+04,1.219400000000000000e+04,1.226700000000000000e+04,1.226700000000000000e+04,1.226700000000000000e+04,8.085682849737942934e-01,1.615788134669080001e-01
2.410000000000000000e+02,1.846300000000000000e+04,1.860000000000000000e+02,0.000000000000000000e+00,6.830000000000000000e+02,5.600000000000000000e+01,3.400000000000000000e+01,0.000000000000000000e+00,3.335000000000000000e+03,3.332000000000000000e+03,1.938000000000000000e+03,4.375000000000000000e+03,3.662000000000000000e+03,3.489000000000000000e+03,7.407028329299497615e-02,8.649933699285293487e-02
